,title,imdb_score,genres,actors,directors
2445,Black Is Beltza,5.8,"['thriller', 'animation', 'drama']","['Unax Ugalde', 'Isaach De Bankolé', 'Iseo', 'Sergi López', 'Ramon Agirre', 'Jorge Perugorría', 'Angelo Moore', 'Maria de Medeiros', 'Emma Suárez', 'Óscar Jaenada', 'Rossy de Palma', 'Ramón Barea', 'Hamid Krim', 'Josean Bengoetxea', 'Guillermo Toledo', 'Ander Lipus', 'Lenval Brown', 'Valeria Maldonado', 'Sergio Arau', 'Jorge Ferrera', 'Giancarlo Ruiz', 'Josh Kun', 'Ray Fernandez', 'Víctor Navarrete', 'Jorge Ferrara', 'Iban Rusiñol', 'Exprai', 'Marlene Dermer', 'Ramon Zumitrenko', 'Stuart Casson', 'Ko The Knockout', 'Sista Eyerie', 'Drazto Gomex', 'Marco Aldaco', 'Arantxa Idieder', 'Marieder Iriart', 'Mariam Bachir', 'Muhammad Ali', 'Xalbador', 'Charles de Gaulle']",['Fermin Muguruza']
2446,Terrorism Close Calls,5.2,['documentation'],"['David Bitkower', 'Don Borelli', 'Pete King', 'Dušan Kiš']",
2447,Edge of Fear,4.4,"['action', 'thriller', 'crime']","[""Jodi Lyn O'Keefe"", 'Robert Patrick', 'Robert Knepper', 'Amaury Nolasco', 'Rockmond Dunbar', 'Zhu Zhu', 'Andy Mackenzie', 'John Edward Lee', 'Thom Williams', 'Robert Crayton', 'Trent Brya', 'Dean Cudworth']",['Bobby Roth']
2448,My ID is Gangnam Beauty,7.4,"['drama', 'comedy', 'romance']","['Im Soo-hyang', 'Cha Eun-woo', 'Jo Woo-Ri', 'Kwak Dong-yeon', 'Park Joo-mi', 'Kim Ji-Min', 'Lee Tae-seon', 'Woo Hyeon', 'Min Do-hee', 'Park You-na', 'Chung Hye-lyn', 'Kim Doh-yon', 'Oh Hee-joon', 'Bae Da-bin', 'Baek Soo-min', 'Choi Sung-won', 'Seo Ji-hye']",['Choi Seong-beom']
2449,Girls Incarcerated,7.2,"['reality', 'documentation']",,
2450,Ryan Hamilton: Happy Face,7.3,"['comedy', 'documentation']",['Ryan Hamilton'],['Marcus Raboy']
2452,Bad Seeds,7.3,"['comedy', 'european']","['Kheiron', 'Catherine Deneuve', 'André Dussollier', 'Hakou Benosmane', 'Leila Boumedjane', 'Alban Lenoir', 'Louison Blivet', 'Adil Dehbi', 'Youssouf Wague', 'Ouassima Zrouki', 'Joseph Jovanovic', 'Sofiane Zermani', 'Ingrid Donnadieu', 'Leyla Doriane', 'Marion Christmann', 'Françoise Remont', 'Marc David', 'Alexandre Aubry', 'Maxime Nourrichard', 'Killian Taillasson']",['Kheiron']
2453,Smoking,7.4,"['crime', 'drama', 'comedy']","['Ryuhei Matsuda', 'Kaito Yoshimura', 'Rin Furukawa', 'Ryo Ishibashi', 'Nobuaki Kaneko', 'Tomomi Maruyama']",['Hajime Gonno']
2454,Shéhérazade,7.0,"['thriller', 'drama', 'romance', 'european']","['Dylan Robert', 'Kenza Fortas', 'Idir Azougli', 'Nabila Ait Amer']",['Jean Bernard Marlin']
2455,The Mansion,4.6,"['comedy', 'horror', 'european']","['Nathalie Odzierejko', 'Kemar', 'Mister V', 'Ludovik', 'Vanessa Guide', 'Jérôme Niel', 'Vincent Tirel', 'Delphine Baril', 'Lila Lacombe', 'Baptiste Lorber']",
2456,Yucatán,5.5,"['comedy', 'romance', 'european']","['Luis Tosar', 'Rodrigo de la Serna', 'Stephanie Cayo', 'Joan Pera', 'Gloria Muñoz', 'Alicia Fernández', 'Adrian Nunez', 'Lupe Cartié Roda', 'Agustín Jiménez', 'Txell Aixendri', 'Jorge Asín', 'Toni Acosta', 'Xavi Lite', 'Angelo Olivier', 'Leticia Etala', 'Cristóbal Pinto', 'Óscar Corrales', 'Joche Rubio', 'Álex Amaral', 'Aranzazu Coello', 'Ruben Bustamante']",['Daniel Monzón']
2457,Mike Birbiglia: Thank God for Jokes,7.5,['comedy'],"['Mike Birbiglia', 'Jimmy Kimmel']","['Mike Birbiglia', 'Seth Barrish']"
2458,Us and Them,7.3,"['drama', 'romance']","['Jing Boran', 'Zhou Dongyu', 'Tian Zhuangzhuang', 'Qu Zheming', 'Shi Yufei', 'Liu Qiheng', 'Su Xiaoming', 'Liu Di']",['René Liu']
2459,Pad Man,7.9,"['drama', 'comedy']","['Akshay Kumar', 'Radhika Apte', 'Sonam Kapoor', 'Jyoti Subhash', 'Mrinmayee Godbole', 'Soumya Vyas', 'Urmila Mahanta', 'Amitabh Bachchan', 'Suneel Sinha']",['R. Balki']
2460,On My Skin,7.3,"['drama', 'european']","['Alessandro Borghi', 'Max Tortora', 'Jasmine Trinca', 'Milvia Marigliano', 'Mauro Conte', 'Walter Nestola', 'Davide Petrucci', 'Paolo D Bovani', 'Andrea Ottavi', 'Tiziano Floreani', 'Andrea Lattanzi', 'Orlando Cinque', 'Stefano Miglio', 'Alessio De Persio', 'Roberta Sferzi', 'Gaetano Aronica', 'Marco Giuliani', 'Aleksandros Memetaj', 'Alessandro Forcinelli', 'Maurizio Pepe', 'Federico Tocci', 'Pietro Faiella', 'Bernardo Casertano', 'Dora Romano', 'Elodie Treccani', 'Francesca Tomassoni', 'Piergiorgio Savarese', 'Roberto Galano', 'Ignazio De Ruvo', 'Maris Leonetti', 'Antonio Gargiulo', 'Daniele Blando', 'Davide Paciolla', 'Vincenzo Tanassi', 'Tiziano Scrocca', 'Michele Di Siena', 'Rodolfo Bigotti', 'Daniele Amendola', 'Emanuela Di Salvia', 'Mauro Mandolini', 'Emanuele Cerman', 'Michele Botrugno', 'Daniela Amato', 'Giuseppe Ragone', 'Andrea Mautone', 'Fulvio Sacco', 'Italo Amerighi']",['Alessio Cremonini']
2461,Sun Dogs,6.2,"['comedy', 'drama', 'fantasy']","['Déni Oumar Pitsaev', 'Alexandr Pronkin', 'Tatyana Smirnova', 'Andrey Sychev', 'Katarzyna  Wiesiołek']",['Dorian Jespers']
2462,Derren Brown: Miracle,6.5,['documentation'],['Derren Brown'],"['Andy Nyman', ""Andrew O'Connor""]"
2463,Manto,7.3,"['drama', 'history']","['Nawazuddin Siddiqui', 'Rasika Dugal', 'Tahir Raj Bhasin', 'Feryna Wazheir', 'Javed Akhtar', 'Chandan Roy Sanyal', 'Rishi Kapoor', 'Inaamulhaq', 'Ranvir Shorey', 'Rajshri Deshpande', 'Ila Arun', 'Divya Dutta', 'Paresh Rawal', 'Tillotama Shome', 'Shashank Arora', 'Bhanu Uday', 'Sadat Pervez', 'Nazma Ali Shaikh', 'Ashwini Giri', 'Purab Kohli', 'Swanand Kirkire', 'Chittaranjan Tripathy', 'Vihaan Das Maskara', 'Nishith Dadhich', 'Sunil Kamath', 'Priyanka Misal', 'Vedika Dutt', 'Mruga Umrania', 'Jean-Pierre Le Calvez', 'Lacey Haines', 'Zorawar Shukla', 'Rusi Mistry', 'Takesh Singh', 'Sadat Shamsi', 'Madhurjeet Sarghi', 'Manjula Sanjay Shettigar', 'Chirag Modi', 'Anika Tiwari', 'Bhanu Uday Singh', 'Nancy Thakkar', 'Feryna Wazheir', 'Mahabir Bhullar', 'Kulbir Badesron', 'Bachan Pachera', 'Galsar Sanjay', 'Gurdas Maan', 'Nilesh Parmar', 'Palkesh Agrawal', 'Shraddha Suthar', 'Kalpana Gargekar', 'Nisarg Trivedi', 'Khushi Hajare', 'Garima Tiwari', 'Inaamulhaq', 'Shahnawaz Pradhan', 'Rajan Thakkar', 'Murzban Vatcha', 'Govind Pandey', 'Rajeev Bharadwaj', 'Dharmendra Gupta', 'Neeraj Kabi', 'Danish Husain', 'Vijay Varma']",['Nandita Das']
2464,Little Boxes,5.9,"['drama', 'comedy']","['Melanie Lynskey', 'Nelsan Ellis', 'Armani Jackson', 'Oona Laurence', 'Janeane Garofalo', 'Nadia Dajani', 'Veanne Cox', 'Miranda McKeon', 'Julie Hays', 'David Ebert', 'Christine Taylor', 'Colin Critchley']",['Rob Meyer']
2465,Move,7.4,['documentation'],"['Jon Boogz', 'Kimiko Versatile', 'Lil Buck', 'Israel Galván', 'Akram Khan', 'Ohad Naharin']",
2466,Raising the Bar,5.5,"['family', 'drama', 'documentation', 'sport']","['Kelli Berglund', 'Emily Morris', 'Chris Koch', 'Jordyn Wieber', 'David John Clark', 'Peta Shannon', 'Lili Karamalikis', 'Tess Fowler', 'Adam Tuominen', 'Isabelle Andary-Geslin', 'Caetlyn Collins', ""Rachel D'Sena"", 'Jack Tomich', 'Helen Geoffreys', 'Sarah Jeavons']",['Clay Glen']
2467,Hymn of Death,7.6,"['drama', 'history', 'music', 'romance']","['Lee Jong-suk', 'Shin Hye-sun', 'Lee Ji-hoon', 'Jung Moon-sung', 'Oh Eui-sik', 'Lee Joon Yi', 'Han Eun-seon', 'Lee Sang-yeob', 'Kim Myung-soo', 'Park Sun Im', 'Lee Chul Min', 'Kim Won-hae', 'Hwang Young-hee', 'Go Bo-gyeol', 'Shin Jae-ha', 'Jang Hyun-sung', 'Bae Hae-sun', 'Seo Dong-won', 'Kim Kang-hyun', 'Jang Hyuk-jin']",['Park Soo-zin']
2468,Bomb Scared,5.6,"['comedy', 'european']","['Javier Cámara', 'Gorka Otxoa', 'Miren Ibarguren', 'Julián López', 'Ramón Barea', 'Luis Bermejo', 'Josean Bengoetxea', 'Ane Gabarain', 'Tina Sainz', 'Bárbara Santa-Cruz', 'Farah Hamed', 'Abdelatif Hwidar', 'Daniel Albaladejo', 'Mon Ceballos', 'Nacho Marraco', 'Javier Coll', 'Rodrigo San Pedro']",['Borja Cobeaga']
2469,Terrace House: Opening New Doors,7.8,"['reality', 'drama']","['YOU', 'Azusa Babazono', 'Ryota Yamasato', 'Yoshimi Tokui', 'Reina Triendl', 'Shono Hayama']",
2470,Undercover Law,7.2,"['drama', 'action']","['Juana del Río', 'Valeria Galviz', 'Viña Machado', 'Luna Baxter']",
2471,Baazaar,6.5,"['crime', 'drama', 'thriller']","['Saif Ali Khan', 'Rohan Vinod Mehra', 'Radhika Apte', 'Chitrangda Singh', 'Manish Chaudhary', 'Mukesh Hariawala', 'Sai Gundewar', 'Sonia Balani', 'Pawan Chopra', 'Denzil Smith', 'Karan Singh Chhabra', 'Manish Choudhary', 'Elli Avram']",['Gauravv K. Chawla']
2472,Ittefaq,7.2,"['crime', 'thriller']","['Akshaye Khanna', 'Sidharth Malhotra', 'Sonakshi Sinha', 'Mandira Bedi', 'Mir Sarwar', 'Himanshu Kohli', 'Ajay Jadhav', 'Trupti Khamkar', 'Hitesh Arora']",
2473,Myths & Monsters,7.7,"['documentation', 'fantasy', 'european']","['Joanne Shortt Butler', 'Liz Gloyn', 'William Simpson', 'Nicholas Day']",
2474,Giant,6.6,"['drama', 'history', 'european']","['Ramon Agirre', 'Eneko Sagardoy', 'Joseba Usabiaga', 'Aia Kruse', 'Iñigo Azpitarte']","['Jon Garaño', 'Aitor Arregi']"
2475,Chris Rock: Tamborine,6.6,"['comedy', 'documentation']",['Chris Rock'],['Bo Burnham']
2476,72 Dangerous Animals: Latin America,6.6,['documentation'],['Bob Brisbane'],
2477,Take Me,6.1,"['comedy', 'crime', 'thriller']","['Taylor Schilling', 'Pat Healy', 'Alycia Delmore', 'Brooke Dillman', ""Jim O'Heir"", 'Mark Kelly', 'Toby Huss', 'Alejandro Patiño']",['Pat Healy']
2478,Ee Nagaraniki Emaindi,7.9,"['drama', 'comedy']","['Vishwak Sen', 'Sai Sushanth Reddy', 'Abhinav Gomatam', 'Venkatesh Kakumanu', 'Anisha Ambrose', 'Simran Choudhary', 'Geeta Bhaskar', 'Jeevan Kumar', 'Vijay Deverakonda', 'Gautham Vasudev Menon', 'Tharun Bhascker Dhaassyam']",['Tharun Bhascker Dhaassyam']
2479,Patton Oswalt: Annihilation,7.2,"['comedy', 'documentation']",['Patton Oswalt'],['Bobcat Goldthwait']
2480,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.6,"['fantasy', 'animation', 'action', 'comedy', 'scifi']","['James C. Mathis III', 'Keston John', 'Yvette Nicole Brown', 'Daisy Lightfoot', 'Isaac C. Singleton Jr.', 'Trevor Devall', 'Mick Wingert', 'Fred Tatasciore', 'Laura Bailey', 'Roger Craig Smith', 'Travis Willingham', ""Liam O'Brien""]",['Michael D. Black']
2481,Rory Scovel Tries Stand-Up for the First Time,6.7,"['comedy', 'documentation']","['Rory Scovel', 'Jack White']",['Scott Moran']
2482,Revenger,5.7,"['action', 'crime', 'thriller']","['Bruce Khan', 'Park Hee-soon', 'Yoon Jin-seo', 'Kim In-kwon', 'Kim Na-yeon', 'Park Chul-min', 'Jeon Soo-jin', 'Choi Je-heon', 'Ahn Gap-yong', 'Park Seon-gyoo', 'Byeon Jeong-hyeon', 'Kim Dae-yeong', 'Chun Jae-sung', 'Yang Jong-gon', 'T.J. Storm', 'Miller Khan', 'Makayla Rose', 'Kim Won-Jin', 'Seo Myeong-Seok', 'Lee Eung-Jun']",['Lee Seung-Won']
2483,The Crossing,7.5,['documentation'],,['Ameen Nayfeh']
2484,Coin Heist,4.7,"['family', 'crime', 'drama', 'romance', 'thriller']","['Alex Saxon', 'Alexis G. Zall', 'Sasha Pieterse', 'Jay Walker', 'Michael Cyril Creighton', 'Mark Blum', 'David W. Thompson', 'Neal Huff', 'Olivia Birkelund', 'Blanche Baker', 'Connor Ratliff', 'Will Denton', 'Andy Grotelueschen', 'Slate Holmgren', 'Alex Maizus', 'Elijah Boothe', 'Shoba Narayan', 'Justin Mark', 'Amy Hohn', 'Michelle Hurst', 'Daniel H. Jenkins']",['Emily Hagins']
2486,Bitter Daisies,7.2,"['drama', 'thriller']","['María Mera', 'Santi Prego', 'Noelia Castaño', 'Rebeca Stones', 'Sara Sanz', 'César Cambeiro', 'David Seijo']",
2487,LEGO Friends: Girls on a Mission,6.2,['animation'],"['Jasmine Elcock', 'Amaya Harrow', 'Jasmine St.Clair', 'Allegra Clark', 'Faye Mata', 'Kira Buckland']",
2488,Joy,6.6,"['drama', 'european']","['Anwulika Alphonsus', 'Mariam Precious Sanusi', 'Angela Ekeleme', 'Gift Igweh', 'Sandra John', 'Chika Kipo', 'Ella Osagie', 'Eziza Isibor', 'Glory Aghastmwan', 'Ernest Omachugbo', 'Iwunnah Everlyn Nkechi', 'Jane Okoh', 'Jane Smith', 'Swantje Beckmann']",['Sudabeh Mortezai']
2489,Hakkunde,6.4,"['drama', 'comedy']","['Toyin Aimakhu-Johnson', 'Seyilaw', 'Ali Nuhu', 'Tunbosun Aiyedehin', 'Maryam Booth', 'Tomiwa Kukoyi', 'Ibrahim Daddy', 'Issa Bello']",['Oluseyi Asurf']
2490,Jagga Jasoos,6.3,"['comedy', 'thriller', 'romance', 'action']","['Ranbir Kapoor', 'Katrina Kaif', 'Sayani Gupta', 'Saswata Chatterjee', 'Saurabh Shukla', 'Denzil Smith', 'Ivan Rodrigues', 'Nawazuddin Siddiqui']",['Anurag Basu']
2491,The Joel McHale Show with Joel McHale,7.1,['comedy'],['Joel McHale'],
2492,Getaway Plan,5.6,"['action', 'thriller', 'crime', 'drama', 'european']","['Alain Hernández', 'Javier Gutiérrez', 'Luis Tosar', 'Itziar Atienza', 'Alba Galocha', 'Jaroslaw Bielski', 'Peter Nikolas', 'Florin Opritescu', 'Ramon Agirre', 'Raquel Aragón', 'Pere Brasó', 'Mario de la Rosa', 'Tomás del Estal', 'Israel Elejalde', 'Miquel García Borda', 'Eva Martín', 'Joaquín Notario', 'Inés Sájara', 'César Vea', 'José Manuel Yebes', 'Martos Daniel']",
2493,The Velvet Collection,7.2,"['comedy', 'drama', 'romance', 'european']","['Marta Hazas', 'Asier Etxeandia', 'Adrián Lastra', 'Diego Martín', 'Javier Rey', 'Fernando Guallar', 'Llorenç González', 'Megan Montaner', 'Marta Torné', 'Andrea Duro', 'Ignacio Montes', 'Paula Usero', 'Adriana Ozores', 'Imanol Arias']",
2494,The Drug King,6.2,"['crime', 'action', 'drama']","['Song Kang-ho', 'Cho Jung-seok', 'Bae Doona', 'Kim So-jin', 'Kim Dae-myung', 'Lee Sung-min', 'Lee Hee-jun', 'Jo Woo-jin', 'Yoon Je-moon', 'Song Young-chang', 'Kim Hae-gon', 'Lee Joong-ok', 'Park Ji-hwan', 'Lee Bong-ryeon', 'Choi Deok-moon', 'Lee Seo-hwan', 'Choi Gwi-hwa', 'You Chea-myung', 'Kim Jong-soo', 'Keijiro Matsushima', 'Kim Jun-han', 'Lee Ho-chul', 'Heo Ga-yoon', 'Park Kyung-hye', 'Kim Hong-pa', 'Lee El', 'Ji Eun-seo', 'Park Chung-hee', 'Kim Dae-jung', 'Kim Seung-bee', 'Kim Jung-hui', 'Jo Seo-yeon', 'Lee Seung-jin', 'Kim Ji-eun', 'Na Kwang-hoon']",['Woo Min-ho']
2495,Jab Harry Met Sejal,5.0,"['drama', 'romance', 'comedy']","['Shah Rukh Khan', 'Anushka Sharma', 'Aru Krishansh Verma', 'Chandan Roy Sanyal', 'Evelyn Sharma', 'Kavi Shastri', 'Sayani Gupta', 'Björn Freiberg', 'Martavious Gayles', 'Manjot Singh', 'Aanjjan Srivastav', 'Denis Dorokhov']",['Imtiaz Ali']
2496,Katt Williams: Great America,6.2,['comedy'],['Katt Williams'],['Leslie Small']
2497,Derren Brown: Sacrifice,7.1,"['documentation', 'reality']",['Derren Brown'],
2498,Kibaoh Klashers,6.4,['scifi'],"['Ben Diskin', 'Cherami Leigh', 'Ray Chase']",
2499,Struggle: The Life and Lost Art of Szukalski,7.9,"['documentation', 'european']","['Stanislaw Szukalski', 'Glenn Bray', 'Robert Williams', 'Suzanne Williams', 'George DiCaprio', 'Ernst Fuchs', 'Jose Ismael Fernandez', 'Karen Mortillaro', 'Piotr Rypson', 'Lena Zwalve', 'Rebecca Forstadt', 'Jim Woodring', 'Adam Jones', 'Gabriel Bartalos', 'James Kagel', 'Jacek Staniszewski', 'Marek Hapon', 'Timothy Snyder', 'Lechosław Lameński', 'Maciej Miezian', 'Natalia Fabia', 'Charles Schneider', 'Brian Tucker', 'Roman Romanowicz', 'Sandy Decker', 'Nick Tate']",['Irek Dobrowolski']
2500,Sky Ladder: The Art of Cai Guo-Qiang,7.3,['documentation'],"['Cai Guo-Qiang', 'Ian Buruma', 'Cai Wen-You', 'Wenhao Cai', 'Jeffrey Deitch', 'Phil Grucci', 'Thomas Krens', 'Tatsumi Masatoshi', 'Orville Schell', 'Jennifer Wen Ma', 'Hong Hong Wu', 'Zhang Yimou']",['Kevin Macdonald']
2501,The Fortress,6.8,"['drama', 'action', 'history', 'war', 'thriller']","['Lee Byung-hun', 'Kim Yoon-seok', 'Park Hae-il', 'Go Soo', 'Park Hee-soon', 'Song Young-chang', 'Jo Woo-jin', 'Lee Da-wit', 'Heo Sung-tae', 'Kim Pub-lae', 'Jo A-in', 'Jin Sun-kyu', 'Yoo Soon-woong', 'Park Ji-Il', 'Choi Jong-ryul', 'Moon Chang-gil', 'Cho Ah-in', 'Lee Sang-hee', 'Kim Seo-hyeon']",['Hwang Dong-hyuk']
2502,Qarib Qarib Singlle,7.1,"['comedy', 'drama', 'romance']","['Irrfan Khan', 'Parvathy Thiruvothu', 'Neha Dhupia', 'Luke Kenny', 'Brijendra Kala', 'Isha Sharvani', 'Pushtiie Shakti', 'Anud Singh Dhaka', 'Pushtiie Shakti', 'Aman Sharma']",['Tanuja Chandra']
2503,Last Hope,5.8,"['drama', 'animation', 'action', 'scifi']","['Tomoaki Maeno', 'Kenjiro Tsuda', 'Nao Toyama', 'Kana Hanazawa', 'Ai Kayano', 'Takayuki Kondo', 'Kaito Ishikawa', 'Akira Ishida', 'Yuichi Nakamura', 'Nobuyuki Hiyama', 'Yuuichirou Umehara']",
2504,My Secret Romance,7.1,"['comedy', 'romance']","['Sung Hoon', 'Song Ji-eun', 'Kim Jae-young', 'Jeong Da-Sol', 'Kim Si-young', 'Im Do-yoon', 'Lee Hae-in', 'Baek Seung-Heon', 'Nam Gi-ae']",['Kang Cheol-Woo']
2505,Disconnect,5.3,"['romance', 'comedy', 'scifi']","['Brenda Wairimu', 'Patricia Kihoro', 'Nick Mutuma', 'Pascal Tokodi', 'Catherine Kamau', 'Pierra Makena', 'Brian Ogola']","[""David 'Tosh' Gitonga""]"
2506,Feminists: What Were They Thinking?,6.9,['documentation'],"['Laurie Anderson', 'Phyllis Chesler', 'Judy Chicago', 'Funmilola Fagbamila', 'Jane Fonda', 'Sally Kirkland', 'Meredith Monk', 'Michelle Phillips', 'Margaret Prescod', 'Cheryl Swannack', 'Lily Tomlin', 'Marej Vaj']",['Johanna Demetrakas']
2507,Duck Duck Goose,5.7,"['comedy', 'animation', 'family', 'action']","['Jim Gaffigan', 'Lance Lim', 'Greg Proops', 'Natasha Leggero', 'Stephen Fry', 'Craig Ferguson', 'Carl Reiner', 'Jennifer Grey', 'Reggie Watts', 'Diedrich Bader', 'Rick Overton', 'Tong Zirong', 'Meilee Condron', 'William M. Steinberg', 'Zendaya']",['Christopher Jenkins']
2508,A Christmas Prince,5.7,"['romance', 'comedy', 'family']","['Rose McIver', 'Ben Lamb', 'Alice Krige', 'Honor Kneafsey', 'Theo Devaney', 'Sarah Douglas', 'Emma Louise Saunders', 'Tom Knight', 'Daniel Fathers', 'Richard Ashton', 'Amy Marston', 'Tahirah Sharif', 'Joel McVeagh', 'Vaughn Johseph', 'Paul Courtenay Hyu', 'Doru Catanescu', 'Axel Moustache', 'Irina Săulescu', 'Radu Andrei Micu', 'Lace Akpojaro', 'Andrew Barron']",['Alex Zamm']
2509,Azali,5.7,['drama'],"['Asana Alhassan', 'Akofa Edjeani Asiedu', 'Adjetey Anang', 'Ama K. Abebrese', 'Emmanuel Nii Adom Quaye']",['Kwabena Gyansah']
2510,Ainori Love Wagon: Asian Journey,6.8,['reality'],,
2511,All About the Washingtons,4.5,"['comedy', 'music']","['Joseph Simmons', 'Justine Simmons', 'Nathan Anderson', 'Leah Rose Randall', 'Maceo Smedley', 'Kiana Ledé']",
2512,All Hail King Julien: Exiled,7.4,"['animation', 'comedy', 'family', 'fantasy']","['Danny Jacobs', 'Jeff Bennett', 'India de Beaufort', 'Kevin Michael Richardson', 'Andy Richter', 'Debra Wilson', 'Betsy Sodaro']",
2513,The Who Was? Show,6.5,"['family', 'comedy']","['H. Jon Benjamin', 'Kirrilee Berger', 'Haley Tju', 'Adam Hochstetter']",
2514,Switched,7.1,"['drama', 'scifi']","['Miu Tomita', 'Kaya Kiyohara', 'Daiki Shigeoka', 'Tomohiro Kamiyama', 'Miu Suzuki', 'Shinji Rokkaku', 'Megumi Seki', 'Reika Kirishima']",['Hiroaki Matsuyama']
2515,Aiyaary,5.2,"['thriller', 'action', 'drama']","['Sidharth Malhotra', 'Manoj Bajpayee', 'Rakul Preet Singh', 'Anupam Kher', 'Naseeruddin Shah', 'Kumud Mishra', 'Pooja Chopra', 'Adil Hussain', 'Vikram Gokhale', 'Juhi Babbar', 'Nivedita Bhattacharya', 'Rajesh Tailang']",['Neeraj Pandey']
2516,Kantaro: The Sweet Tooth Salaryman,7.6,"['comedy', 'drama']","['Hazuki Shimizu', 'Matsuya Onoe', 'Ren Ishikawa', 'Sarutoki Minagawa', 'Hiroyuki Onoue']","['Kentaro Moriya', 'Yusuke Ishida']"
2517,Legend Quest,7.2,"['comedy', 'fantasy', 'animation']","['Roly Gutiérrez', 'Benny Emmanuel', 'Mayte Cordeiro', 'Andrés Couturier', ""Ricardo O'Farrill"", 'Alondra Hidalgo']",
2518,Ask the Doctor,6.5,['documentation'],"['Shalin Naik', 'Sandro Demaio', 'Caroline West']",
2519,SPF-18,3.2,"['romance', 'drama', 'sport']","['Carson Meyer', 'Noah Centineo', 'Bianca A. Santos', 'Jackson White', 'Molly Ringwald', 'Rosanna Arquette', 'Sean Russel Herman', 'Goldie Hawn', 'Keanu Reeves', 'Pamela Anderson', 'Gregory Harris', 'Juan Monsalvez', 'J.D. Hinton', 'Julianna Robinson']",['Alex Israel']
2520,Kulipari: Dream Walker,7.6,"['animation', 'action', 'fantasy']","['Charlie Adler', 'Mark Hamill', 'Jess Harnell']",
2521,Hari Kondabolu: Warn Your Relatives,6.5,['comedy'],['Hari Kondabolu'],['Bobcat Goldthwait']
2522,Seeing Allred,7.2,['documentation'],"['Gloria Allred', 'Lisa Bloom', 'Thane Rosenbaum', 'Don Lemon', 'Gloria Steinem']","['Sophie Sartain', 'Roberta Grossman']"
2523,Resurface,7.1,"['documentation', 'sport', 'war']","['Bobby Lane', 'Van Curaza', 'Martin Pollock', 'Mike Shurley', 'Sean Meyer']","['Wynn Padula', 'Joshua Izenberg']"
2525,Empire Games,5.8,"['documentation', 'history']",,"['Robert Kirk', 'Max Serio']"
2526,The Tribe,5.8,"['comedy', 'family', 'european']","['Paco León', 'Carmen Machi', 'Luis Bermejo', 'Julián López', 'Bárbara Santa-Cruz', 'Rebeca Sala', 'Maite Sandoval', 'Manuel Huedo', 'Maribel del Pino', 'Alfonso Lara', 'Arlette Torres', 'Manel Fuentes', 'Artur Busquets', 'María José Sarrate', 'David Arnaiz', 'Pilar Massa', 'Carolina Sepulveda', 'Eva Martín', 'Will Shephard', 'Javier Perdiguero', 'Jorge Asín', 'Juan Rueda', 'Julián Teurlais', 'Ascensión Casarrubios', 'Cristina Laird', 'Biel Estivill', 'Arnau Aizpitarte', 'Pol Hinojosa', 'Ana Isabel Pastor', 'Fernando Colomo']",['Fernando Colomo']
2527,The Plagues of Breslau,5.9,"['thriller', 'action', 'crime', 'european']","['Małgorzata Kożuchowska', 'Daria Widawska', 'Tomasz Oświeciński', 'Andrzej Grabowski', 'Filip Chajzer', 'Ewa Kasprzyk', 'Iwona Bielska', 'Maria Dejmek', 'Katarzyna Bujakiewicz', 'Jacek Beler', 'Igor Kujawski', 'Sebastian Stankiewicz']",['Patryk Vega']
2528,Sudani from Nigeria,8.2,"['comedy', 'drama', 'sport']","['Soubin Shahir', 'Samuel Abiola Robinson', 'Savithri Sreedharan', 'Sarasa Balussery', 'K T C Abdullah', 'Lukman Avaran', 'Abhiram Poduval', 'Aneesh G Menon', 'Navas Vallikkunnu', 'Sidheek Kodiyathur', 'Ashraf Thangal', 'Mashar Hamsa', 'Ashraf Hamsa', 'Najeeb Kuttippuram', 'Hikmathulla', 'Unni Nair', 'Nasar Karutheni']",['Zakariya Mohammed']
2529,Pope Francis: A Man of His Word,6.4,"['documentation', 'european']","['Pope Francis', 'Ignazio Oliva', 'Sister María Eufemia Goycoechea', 'Joe Biden', 'Daniele De Angelis', 'Carlo Falconetti', 'Evo Morales', 'Paul Ryan', 'Angela Merkel', 'Melania Trump', 'John Kerry', 'Barack Obama', 'Samantha Power', 'Vladimir Putin', 'Recep Tayyip Erdoğan', 'Donald Trump', 'Wim Wenders']",['Wim Wenders']
2530,Candy Jar,5.8,['comedy'],"['Sami Gayle', 'Jacob Latimore', 'Christina Hendricks', 'Uzo Aduba', 'Helen Hunt', 'Tom Bergeron', 'Tracey Bonner', 'Paul Tigue', 'Evan Castelloe', 'Wilbur Fitzgerald', 'Antonia Gentry', 'Ariana Guerra']",['Ben Shelton']
2531,Neal Brennan: 3 Mics,7.9,"['comedy', 'documentation']",['Neal Brennan'],['Neal Brennan']
2532,FIGHTWORLD,7.5,['documentation'],['Frank Grillo'],
