,title,imdb_score,genres,actors,directors
4804,Against the Ice,6.5,"['drama', 'history', 'action']","['Nikolaj Coster-Waldau', 'Joe Cole', 'Charles Dance', 'Heida Reed', 'Gísli Örn Garðarsson', 'Sam Redford', 'Diarmaid Murtagh', 'Ed Speleers', 'Frankie Wilson', 'Nick Jameson', 'Þorsteinn Bachmann', 'Árni Þór Lárusson', 'Haukur M. Hrafnsson']",['Peter Flinth']
4805,Metal Lords,6.7,"['music', 'comedy', 'drama']","['Jaeden Martell', 'Isis Hainsworth', 'Adrian Greensmith', 'Noah Urrea', 'Phelan Davis', 'Brett Gelman', 'Sufe Bradshaw', 'Michelle Fang', 'Teddy Van Ee', 'Analesa Fisher', 'Katie McCabe', 'Kaleseya Allotey', 'Troy Oelke', 'Ella DeVito', 'Joe Manganiello', 'Scott Ian', 'Tom Morello', 'Kirk Hammett', 'Rob Halford']",['Peter Sollett']
4806,The Beauty Queen of Jerusalem,7.1,['drama'],"['Swell Ariel Or', 'Michael Aloni', 'Hila Saada', 'Itzik Cohen', 'Yuval Scharf', 'Israel Ogalbo', 'Eli Steen', 'Hisham Suliman', 'Irit Kaplan', 'Mali Levi', 'Tom Hagi', 'Luna Mansour']",
4807,Intimacy,6.8,"['crime', 'drama', 'thriller']","['Itziar Ituño', 'Patricia López Arnaiz', 'Verónica Echegui', 'Ana Wagener', 'Emma Suárez']",
4808,Jennifer Lopez:  Halftime,6.5,"['music', 'documentation']","['Jennifer Lopez', 'Ben Affleck', 'Lorene Scafaria', 'Shakira', 'Laura Dern', 'Constance Wu', 'Keke Palmer', 'Julia Stiles', 'Tom Hanks', 'Quentin Tarantino', 'Adam Blackstone', 'Kim Burse', 'Parris Goebel', 'Hamish Hamilton', 'Anna Wintour', 'Elaine Goldsmith-Thomas']",['Amanda Micheli']
4809,In from the Cold,6.2,"['drama', 'scifi', 'thriller', 'action', 'crime']","['Margarita Levieva', ""Cillian O'Sullivan"", 'Lydia Fleming', 'Charles Brice', 'Alyona Khmelnitskaya', 'Amanda Bright', 'Stasya Miloslavskaya']",
4810,Brand New Cherry Flavor,7.1,"['thriller', 'drama', 'horror', 'scifi']","['Rosa Salazar', 'Catherine Keener', 'Eric Lange', 'Jeff Ward', 'Manny Jacinto', 'Hannah Levien', 'Daniel Doheny', 'Mark Acheson']",
4811,Anek,7.1,"['action', 'thriller', 'drama']","['Ayushmann Khurrana', 'Andrea Kevichusa', 'Manoj Pahwa', 'Kumud Mishra', 'Loitongbam Dorendra', 'Mepham Otsal', 'J. D. Chakravarthi', 'Jatin Goswami', 'Meghna Malik', 'Rajendra Sethi', 'Rajib Kro', 'Themsevor Belho', 'Sheila Devi', 'Anup Hazarika', 'Joyi']",['Anubhav Sinha']
4812,The G Word with Adam Conover,6.7,"['documentation', 'comedy']","['Adam Conover', 'Carol Herman', 'Ayazhan Dalabayeva', 'Nicole Randall Johnson', 'James Austin Johnson', 'Sierra Katow', 'Raphael Chestang', 'Becky Robinson', 'Jeff Seid']",
4813,Ricky Gervais: SuperNature,7.8,['comedy'],['Ricky Gervais'],['John L. Spencer']
4814,Beauty,3.9,"['drama', 'music', 'romance']","['Gracie Marie Bradley', 'Aleyse Shannon', 'Niecy Nash', 'Giancarlo Esposito', 'Kyle Bary', 'Micheal Ward', 'Sharon Stone', 'Sarah Stavrou', 'James Urbaniak', 'Andre Ozim', 'Larena Danielle', 'Atibon Nazaire', 'Hollie Wright', 'Joey Bada$$']",['Andrew Dosunmu']
4815,Fear Street: Part One - 1994,6.2,"['drama', 'horror', 'fantasy']","['Kiana Madeira', 'Olivia Scott Welch', 'Benjamin Flores Jr.', 'Julia Rehwald', 'Fred Hechinger', 'Ashley Zukerman', 'Jordyn DiNatale', 'Noah Bain Garret', 'Lloyd Pitts', 'Maya Hawke', 'David W. Thompson', 'Darrell Britt-Gibson', 'Jordana Spiro', 'Charlene Amoia', 'Jana Allen', 'Matt Burke', 'Christian Bridges', 'Matthew Zuk', 'Jeremy Ford', 'Jaime Matthis', 'Danyon Huntington', 'Elizabeth Scopel', 'Tayla Rogers', 'Maya Rogers', 'Diane Sellers', 'Eric Mendenhall', 'Todd Allen Durkin', 'Kevin Waterman', 'Emily Brobst', 'Keil Oakley Zepernick', 'Michael Chandler', 'Lacy Camp', 'Meghan Packer', 'Gillian Jacobs']",['Leigh Janiak']
4816,Sex/Life,5.4,"['comedy', 'drama', 'romance']","['Sarah Shahi', 'Adam Demos', 'Mike Vogel', 'Phoenix Reich', 'Margaret Odette', 'Jonathan Sadowski', 'Li Jun Li', 'Meghan Heffern', 'Joyce Rivera']",
4817,Who We Are: A Chronicle of Racism in America,6.2,['documentation'],"['Jeffery Robinson', 'Martin Luther King Jr.']","['Emily Kunstler', 'Sarah Kunstler']"
4818,Bo Burnham: Inside,8.7,"['comedy', 'drama', 'music', 'reality']",['Bo Burnham'],['Bo Burnham']
4819,Av: The Hunt,5.5,"['thriller', 'action']","['Billur Melis Koç', 'Ahmet Rıfat Şungar', 'Yagiz Can Konyali', 'Baki Rıdvan Kaymaz', 'Yılmaz Bayraktar', 'Kenan Acar', 'Yılmaz Erdem', 'Emre Yetim', 'Ayşe Özköylü']",['Emre Akay']
4820,True Story,7.4,"['drama', 'thriller', 'comedy', 'crime']","['Kevin Hart', 'Wesley Snipes', 'Paul Adelstein', 'William Catlett', 'Tawny Newsome', 'Ash Santos', 'Lauren London', 'Theo Rossi', 'John Ales', 'Chris Diamantopoulos', 'Billy Zane']",
4822,Gunpowder Milkshake,6.0,"['action', 'thriller', 'crime']","['Karen Gillan', 'Lena Headey', 'Chloe Coleman', 'Carla Gugino', 'Michelle Yeoh', 'Angela Bassett', 'Paul Giamatti', 'Ralph Ineson', 'Adam Nagaitis', 'Michael Smiley', 'Joanna Bobin', 'Freya Allan', 'Ed Birch', 'David Zimmerschied', 'Samuel Anderson', 'Mai Duong Kieu', 'Jack Bandeira', 'David Burnell IV', 'Ivan Kaye', 'Anita Olatunji', 'Matthias Dittmer', 'Joshua Grothe', 'Hannes  Pastor', 'Billy Buff', 'Lee Huang', 'Luka Omoto', 'Jonathan Failla', 'Mike Möller', 'Maik Müller']",['Navot Papushado']
4823,Bubble,6.3,"['scifi', 'fantasy', 'romance', 'sport', 'thriller', 'animation', 'action', 'drama']","['Jun Shison', 'Riria', 'Alice Hirose', 'Mamoru Miyano', 'Yuki Kaji', 'Tasuku Hatanaka', 'Sayaka Senbongi', 'Ryota Osaka', 'Wataru Hatano', 'Marina Inoue', 'Shin-ichiro Miki', 'Akihiro Tajima', 'Masaki Nakanishi', 'Shohei Kajikawa', 'Yuuki Hoshi', 'Yuuki Shin', 'Issei Furuta', 'Taisei Shibayama', 'Hikaru Tanaka', 'Chiyuki Miura', 'Shogo Sakata', 'Masaya Fukunishi', 'Genta Nakamura', 'Saki Endo', 'Miyari Nemoto']",['Tetsuro Araki']
4824,Passing,6.7,"['drama', 'thriller']","['Tessa Thompson', 'Ruth Negga', 'André Holland', 'Alexander Skarsgård', 'Bill Camp', 'Gbenga Akinnagbe', 'Antoinette Crowe-Legacy', 'Justus Davis Graham', 'Ethan Barrett', 'Ashley Ware Jenkins', 'Amos J. Machanic', 'Stu S. Becker', 'Tom White', 'Margaret Daly', 'Kerry Flanagan', 'Buzz Roddy', 'Derek Roberts', 'Amber Barbee Pickens', 'Samuel Coleman', 'Tatiana Marie Barber', 'Carmen Carriker', 'Leroy Church', 'Brian Davis', 'Zuri Foreman', 'Abeni Jewel', 'Malik Kitchen', 'Ivan Phillip Owens', 'Donna Hayes', 'Frank Holley', 'Shaun Hudson', 'Sienna Jeffries', 'Doris McCarthy', 'Rahim Rosen']",['Rebecca Hall']
4825,Munich: The Edge of War,6.8,"['drama', 'history', 'thriller']","['George MacKay', 'Jannis Niewöhner', 'Sandra Hüller', 'Jeremy Irons', 'August Diehl', 'Ulrich Matthes', 'Mark Lewis Jones', 'Liv Lisa Fries', 'Alex Jennings', 'Martin Kiefer', 'Robert Bathurst', 'Marc Limpach', 'Jessica Brown Findlay', 'Anjli Mohindra', 'Oscar Hoppe', 'Jeremy Mockridge', 'Hannes Wegener', 'Nick Wymer', 'Raphael Sowole', 'Ludwig Simon', 'Nellie Thalbach', 'Aidan Hennessey', 'Nicholas Farrell', 'Tara Nome Doyle', 'Rainer Sellien', 'Abigail Cruttenden', 'Helen Clyro', 'Nicholas Shaw', 'Richard Dillane', 'Domenico Fortunato', 'Stéphane Boucher', 'Leni Erceg', 'Margit Bendokat', 'Ryan Wichert']",['Christian Schwochow']
4826,Clickbait,7.2,"['crime', 'drama', 'thriller']","['Adrian Grenier', 'Zoe Kazan', 'Betty Gabriel', 'Phoenix Raei']",
4827,Murder Among the Mormons,7.0,"['documentation', 'crime', 'history']","['Richard E. Turley Jr.', 'Dorie Hofmann Olds', 'Brent Metcalfe', 'Rod Decker', 'Al Rust', 'Michael George', ""Gerry D'Elia"", 'Brent Ashworth', 'George Throckmorton', 'William Flynn', 'Cairo McGee', 'Chris Richards', 'Michael Palmer', 'Ron Measom', 'Anthony Hernandez', 'Randy Rigby', 'Justin Schiller', 'Cheyenne Dingess', 'Shannon Flynn', 'Ken Sanders', 'Sandra Tanner']",
4828,Wrong Side of the Tracks,6.7,"['action', 'crime', 'drama', 'thriller']","['Jose Coronado', 'Luis Zahera', 'Nona Sobo', 'Felipe Londoño', 'Laura Ramos', 'Manuel Tallafé', 'Manolo Caro', 'Itziar Atienza', 'Franky Martín', 'María de Nati', 'Miguel Ángel Jiménez', 'María Molins', 'Raúl Sanz', 'Bruno Lastra', 'Adil Koukouh', 'Carmen Esteban', 'Mariona Terés']",
4829,Army of Thieves,6.4,"['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action']","['Matthias Schweighöfer', 'Nathalie Emmanuel', 'Ruby O. Fee', 'Stuart Martin', 'Guz Khan', 'Jonathan Cohen', 'Noémie Nakai', 'Christian Steyer', 'Dan Bradford', 'Tonya Graves', 'Trent Garrett', 'Barbara Meier', 'Melanie Rada', 'Oleg Kim', 'Samira Mekibes Meza', 'Charlie McGuire', 'Trish Osmond', 'Pavel Gajdoš', 'Hana Frejková', 'Peter Hosking', 'Rebecca Connolly', 'Frank Kusche', 'Ian Willoughby', 'Andreas Nowak', 'Lukáš Duy Anh Tran', 'Jim High', 'Michael Pitthan', 'Kateřina Pindejová', 'Miroslav Lhotka', 'Zdeněk Dvořáček', 'Jenn Kirk', 'Miroslav Pecháček', 'Zdeněk Pecháček', 'Josef Jelínek', 'Tigran Hovakimyan', 'Paul Coltofeanu', 'David Bowles', 'Fanette Ronjat', 'Jeff Fritz', 'Garrett Marcantel', 'Peter Stehlík', 'Jonáš Petřík', 'Dunja Hayali', 'Sascha Graetz', 'Lucie Grün', 'Daniel Vano', 'Ondřej Vetchý', 'Samba Goldin', 'John Bubniak', 'Jan Cajzl', 'Amy Huck', 'Ted Otis', 'Jan Nemejovský', 'Michaela Pospíšilová', 'Tim Otis', 'Bob Boudreaux', 'Leonard Treyde', 'Jasmina Peña Milian', 'Nandi Sawyers-Hudson', 'Violina Maria Rostami', 'David Dvorščík', 'Sinéad Phelps', 'Hiroyuki Sanada', 'Dave Bautista', 'Ana de la Reguera']",['Matthias Schweighöfer']
4830,Love on the Spectrum U.S.,8.2,"['reality', 'documentation', 'romance']",,
4831,Komi Can't Communicate,7.8,"['drama', 'animation', 'comedy', 'romance']","['Aoi Koga', 'Gakuto Kajiwara', 'Rie Murakawa']",
4832,The Silent Sea,6.9,"['scifi', 'thriller', 'horror', 'drama']","['Bae Doona', 'Gong Yoo', 'Lee Joon', 'Kim Sun-young', 'Lee Mu-saeng', 'Lee Sung-wook', 'Jeong Soon-won', 'Choi Young-woo', 'Cha Rae-hyung', 'Yoo Hee-je', 'You Seong-joo', 'Kang Mal-geum', 'Kil Hae-yeon', 'Heo Sung-tae', 'Kim Si-a']",['Choi Hang-yong']
4833,The Chestnut Man,7.7,"['crime', 'drama', 'thriller']","['Danica Ćurčić', 'Mikkel Boe Følsgaard', 'David Dencik', 'Iben Dorner', 'Lars Ranthe', 'Ali Kazim', 'Esben Dalgaard Andersen', 'Louis Næss-Schmidt', 'Liva Forsberg']",
4834,Firefly Lane,7.4,"['drama', 'romance']","['Katherine Heigl', 'Sarah Chalke', 'Ben Lawson', 'Yael Yurman', 'Beau Garrett', 'Roan Curtis', 'Alissa Skovbye']",
4835,The Weekend Away,5.6,"['thriller', 'crime', 'drama']","['Leighton Meester', 'Christina Wolfe', 'Ziad Bakri', 'Luke Norris', 'Amar Bukvić', 'Iva Mihalić', 'Adrian Pezdirc', 'Marko Braić', 'Lujo Kunčević', 'Parth Thakerar', 'Siniša Novković', 'Maro Drobnić', 'Giobbe Araya', 'Dragan Balić', 'Kyla Mae Ibero', 'Ivana Krizmanić', 'Nenad Srdelić', 'Luka Mikulicić', 'Toma Mikulicić']",['Kim Farrant']
4837,A Perfect Pairing,6.1,"['comedy', 'romance']","['Victoria Justice', 'Adam Demos', 'Luca Sardelis', 'Craig Horner', 'Lucy Durack', 'Alex Neal', 'Veronica Neave', 'Emma Randall', 'Tracie Filmer', 'Samantha Cain', 'Antonio Alvarez', 'Emily Havea', 'Natalie Abbott', 'Jayden Popik', 'Callan Knight', 'Nicholas Brown', 'Liam Olsen', 'Annaliese McGuire', 'Kerri Simpson', 'Paisley Harrington', 'Alana Andrews', 'Richard Macgregor', 'Robert Allan', 'Brett Murphy', 'Ebony Taylor', 'Ashton Baumann']",['Stuart McDonald']
4838,Cristela Alonzo: Middle Classy,6.8,"['comedy', 'documentation']",['Cristela Alonzo'],['Page Hurwitz']
4839,Army of the Dead,5.7,"['horror', 'thriller', 'crime', 'scifi', 'action']","['Dave Bautista', 'Ella Purnell', 'Omari Hardwick', 'Ana de la Reguera', 'Theo Rossi', 'Matthias Schweighöfer', 'Nora Arnezeder', 'Hiroyuki Sanada', 'Garret Dillahunt', 'Tig Notaro', 'Raúl Castillo', 'Huma Qureshi', 'Samantha Win', 'Richard Cetrone', 'Michael Cassidy', 'Steve Corona', 'Chelsea Edmundson', 'Zach Rose', 'Brian Avery', 'David K. Maiocco', 'Ryan Watson', 'Sabine Varnes', 'Mónica López', 'Kelly Phelan', 'Leon Budrow', 'Jim Halty', 'Maeve Gray', 'Danielle Burgio', 'Jessica Harbeck', 'Joshua Caleb Horton', 'Natalie Marie Jaramillo', 'Frank Andrade', 'Ava Wagenman', 'Wayne Dalglish', 'Casey Messer', 'Ken Thong', 'Donna Brazile', 'Sean Spicer', 'Sheila Awasthi', 'Sebastian Balchand', 'Colby Lemmo', 'Marisilda Garcia', 'Isachar Benitez', 'Carolyn Wickwire', 'Antonio Leyba', 'Colin Jones', 'Daisy Davis', 'Lora Martinez-Cunningham', 'Athena Perample', 'Albert Valladares', 'Alexander Ward', 'Steve Soliz', 'Jordyn Aurora Aquino', 'Sarah Minnich', 'Fred Tatasciore', 'Gordon Tarpley']",['Zack Snyder']
4840,Downfall: The Case Against Boeing,7.4,['documentation'],['John Fantasia'],['Rory Kennedy']
4841,Rescued by Ruby,7.1,"['family', 'drama']","['Grant Gustin', 'Scott Wolf', 'Kaylah Zander', 'Camille Sullivan', 'Tom McBeath', 'Sharon Taylor', 'Eileen Pedde', 'Jude Culham-Keays', 'Giacomo Baessato', 'Brad Mann', 'Todd Mann', 'Adam Gillese', 'Stephen Adekolu', 'Denis Corbett', 'Yolanda Corbett', 'Wil Thompson']",['Katt Shea']
4842,Black Crab,5.6,"['scifi', 'thriller', 'war', 'action', 'drama']","['Noomi Rapace', 'Jakob Oftebro', 'Dar Salim', 'Erik Enge', 'Ardalan Esmaili', 'Aliette Opheim', 'Susan Taslimi', 'David Dencik', 'Nora Rios', 'Gunilla Abrahamsson', 'Peter Edding', 'Stella Marcimain Klintberg', 'Joachim Sällquist', 'Ilir Latifi', 'Cecilia Bäverman', 'Mikail Akalin', 'Matar Samba', 'Robin Keller', 'Sanna Krepper', 'Marcel Khouri', 'Mostafa Alshawi', 'Emmanuel Wärnhjälm', 'Martin Hendrikse', 'Martin Miiro']",['Adam Berg']
4843,14 Peaks: Nothing Is Impossible,7.7,"['documentation', 'sport']","['Nirmal Purja', 'Jimmy Chin', 'Reinhold Messner', 'Klára Kolouchová', 'Conrad Anker']",['Torquil Jones']
4844,The 7 Lives of Lea,7.5,"['drama', 'thriller', 'fantasy', 'crime']","['Raïka Hazanavicius', 'Khalil Ben Gharbia', 'Marguerite Thiam', 'Maïra Schmitt', 'Théo Fernandez', 'Rebecca Williams', 'Anne Azoulay', 'Alexander Ferrario', 'Mélanie Doutey', 'Samuel Benchetrit', 'Anouar H. Smaine']","['Julien Despaux', 'Émilie Noblet']"
4845,Bigbug,5.4,"['comedy', 'scifi', 'fantasy']","['Isabelle Nanty', 'Elsa Zylberstein', 'Claude Perron', 'Stéphane De Groodt', 'Youssef Hajdi', 'Claire Chust', 'François Levantal', 'Alban Lenoir', 'Marysole Fertard', 'Hélie Thonnat', 'Juliette Wiatr', 'André Dussollier', 'Benoît Allemane', 'James Champel', 'Corinne Martin', 'Dominique Pinon', 'Ashley Fays', 'Vanille Lehmann', 'Paul Ménage', 'Mickaël Jullien', 'Michel Vigné', 'François Berland', 'Julien Kramer', 'Sara Chambin', 'Sébastien Gill', 'Bastien Rieu', 'Stanislas Briche', 'Christophe Chalufour', 'Stéphane Boissier', 'Clara Couturet', 'Romain Deloutre', 'Yasmine Gallier', 'Luc Bataini', 'Michaël Mouilleron', ""Alain N'Diaye"", 'Clara Rousselin', 'Thierry Sauz', 'Nattawat Unlahmai', 'Rachel Regent', 'Edouard Michelon', 'Cécile Ribault-Caillol', 'Xavier Renaud', 'Albert Dupontel']",['Jean-Pierre Jeunet']
4846,Image of Victory,7.5,"['war', 'history', 'drama']","['Joy Rieger', 'Amir Khoury', 'Ala Dakka', 'Eliana Tidhar', 'Tom Avni', 'Meshi Kleinstein', 'Rasha Jahshan', 'Yadin Gellman', 'Kamal Zaid', 'Neta Roth', 'Daniel Naaser', 'Elad Levi', 'Elisha Banai', 'Nir Knaan', 'Adam Gabay', 'Amit Moresht', 'Hisham Suliman', 'Abdallah El Akal']",['Avi Nesher']
4847,Choose or Die,4.7,"['scifi', 'thriller', 'drama', 'horror']","['Iola Evans', 'Asa Butterfield', 'Robert Englund', 'Angela Griffin', 'Ryan Gage', 'Eddie Marsan', 'Kate Fleetwood', 'Joe Bolland', 'Ioanna Kimbook', 'Silvana Montoya', 'Kayleen Aires Fonseca', 'Caroline Loncq', 'Pete MacHale', 'Delroy Atkinson']",['Toby Meakins']
4848,Kate,6.2,"['action', 'drama', 'thriller', 'crime']","['Mary Elizabeth Winstead', 'Woody Harrelson', 'Tadanobu Asano', 'Miku Martineau', 'Jun Kunimura', 'MIYAVI', 'Michiel Huisman', 'Mari Yamamoto', 'Hirotaka Renge', 'Kazuya Tanabe', 'Cindy Sirinya Bishop', 'Amelia Crouch', 'Ava Caryofyllis', 'Hiroyuki Kobayashi', 'Koji Nishiyama', 'Kazuhiro Muroyama', 'Byron Bishop', 'Kimio Yamada', 'Ryo Tanaka', 'Hanazumi', 'Masahiro Kanemaru', 'Takuya Sano', 'Nobu Watanabe', 'Genki Yamasaki', 'Patrick Newall', 'Apparekoizumi', 'Geoffrey Guiliano', 'So Nozawa', 'Takayuki Yamamoto', 'Andrew Macdonald', ""Eoin O'Brien"", 'Saiki Atsumi', 'Miku Kobato', 'Kanami Tōno', 'Misa', 'Elysia Rotaru', 'Darin Fujimori', 'Kwang Bin', 'Bando Hirohichiro', 'Ryuyo Kawamoto', 'Ryotaro Fujiyama', 'Katsuyoshi Kojima', 'Yuya Shirakawa', 'Mav Kang', 'Ulf Pilblad', 'Akihiko Sai']",['Cedric Nicolas-Troyan']
4849,The Dig,7.1,"['history', 'drama']","['Carey Mulligan', 'Ralph Fiennes', 'Lily James', 'Johnny Flynn', 'Ben Chaplin', 'Ken Stott', 'Archie Barnes', 'Monica Dolan', 'Eamon Farren', 'Paul Ready', 'Peter McDonald', 'Stephen Worrall', 'Danny Webb', 'Robert Wilfort', 'James Dryden', 'Joe Hurst', 'Christopher Godwin', 'Ellie Piercy', 'Bronwyn James', 'Des Kaliszewski', 'Jonah Rzeskiewicz', 'Jack Bennett', 'John Macmillan', 'Arsher Ali', 'Amelia Stephenson']",['Simon Stone']
4850,The Chair,7.2,"['drama', 'comedy']","['Sandra Oh', 'Jay Duplass', 'Bob Balaban', 'Nana Mensah', 'Everly Carganilla', 'David Morse', 'Holland Taylor']",
4851,Attenborough's Life in Colour,8.2,['documentation'],['David Attenborough'],['Adam Geiger']
4852,Bill Burr Presents: Friends Who Kill,4.5,"['comedy', 'documentation']","['Bill Burr', 'Michelle Wolf', 'Jimmy Carr', 'Steph Tolev', 'Jeff Ross', 'Dave Attell', 'Ian Edwards', 'Jessica Kirson', 'Josh Adam Meyers', 'Ronny Chieng']",['Ryan Polito']
4853,Hurts Like Hell,8.4,"['drama', 'sport']","['Nat Kitcharit', 'Thaneth Warakulnukroh', 'Vithaya Pansringarm', 'Nopachai Chaiyanam', 'Supakorn Kitsuwon', 'Chonnikan Netjui', 'Phuripat Poonsuk', 'Kiartwaran Piboonsin', 'Narueworn Iamcharoen', 'Udomsak Onkaew', 'Phumphat Chartsuriyakiat', 'Miinpat Ngamkerdteerasee', 'Nut Keasanond', 'Tammanoon Sakcharoen', 'Kwanruean Lohakat', 'Thanitphong Phakkhaphantharut', 'Seadthawut Porntanawut', 'Sombat Inopast', 'Peerapat Ngamsilapakorn', 'Suraphon Naratreekun', 'Wanchai Pongsri', 'Apiprat Lertrakcheewakul', 'Soros Charoenkitcha', 'Vichai Yasala', 'Damrong Tasako', 'Damrong Tritong', 'Nattadaj Vachirarattanawong', 'Sudhichai Chokekijchai', 'Somjit Jongjohor', 'Nitikorn Sondee', 'Sura Sankum']",['Kittichai Wanprasert']
4854,Till Death,5.8,"['horror', 'thriller']","['Megan Fox', 'Eoin Macken', 'Aml Ameen', 'Callan Mulvey', 'Jack Roth', 'Stefanie Rozhko', 'Julian Balahurov', 'Teodora Djuric', 'Lili Rich']",['SK Dale']
4855,Fear Street: Part Two - 1978,6.7,"['drama', 'horror', 'fantasy']","['Sadie Sink', 'Emily Rudd', 'Ryan Simpkins', 'McCabe Slye', 'Ted Sutherland', 'Chiara Aurelia', 'Brandon Spink', 'Marcelle LeBlanc', 'Eden Campbell', 'Michael Provost', 'Drew Scheid', 'Jacqi Vene', 'Sam Brooks', 'Kiana Madeira', 'Benjamin Flores Jr.', 'Olivia Scott Welch', 'Gillian Jacobs', 'Ashley Zukerman', 'Jordana Spiro', 'Jordyn DiNatale', 'Kevin Waterman', 'Emily Brobst', 'Keil Oakley Zepernick', 'Michael Chandler', 'Elizabeth Scopel', 'Matthew Zuk', 'Meghan Packer', 'Jason Edwards', 'Paul Teal', 'Alex Huff', 'Dylan Gage', 'Jayden Griffin', 'Lana Spraley', ""Ja'rell Anderson"", 'Kenneth Trujillo', 'Julia Rehwald', 'Fred Hechinger']",['Leigh Janiak']
4856,Fatherhood,6.6,"['drama', 'comedy']","['Kevin Hart', 'Melody Hurd', 'Alfre Woodard', 'DeWanda Wise', 'Lil Rel Howery', 'Anthony Carrigan', 'Deborah Ayorinde', 'Thedra Porter', 'Frankie Faison', 'Paul Reiser', 'Julian Casey', 'Teneisha Collins', 'Holly Gauthier-Frankel', 'Rachel Mutombo', 'Julie Trépanier', 'Ellen David', 'Mylène Dinh-Robic', 'Daniela Sandiford', 'Christine Lan', 'Letitia Brookes', 'Ryan S. Hill', 'John Iziomon', 'Ines Feghouli Bozon', 'Rodney Alexandre', 'Christopher Hayes', 'Fred Nguyen Khan', 'Bineyam Girma', 'Arthur Holden', 'Marco Ledezma', 'Stephanie Costa', 'Gerlie Lizaso', 'Luis Oliva', 'Leisa Reid', 'Linda Joyce Nourse', 'Elizabeth Neale', 'Puja Uppal', 'Kate MacLellan', 'Ashlee Olivia', 'Anastasia Sanidopoulos Mousis', 'Annie Yao', 'Christopher Tyson', 'Kimberly Howe', 'Claudio S. Capri', 'Hannah Dorozio', 'Turhan Troy Caylak', 'Matthew Kabwe', 'Raynnie Platz', 'Bailey Thain', 'Elaine Victoria Grey', 'Jay Chevery', 'Kerrin Cochrane', 'Claude Huard', 'Adrian M. Mompoint', 'Jozsef Ragalyi', 'Gavin Wood', 'Anthony Kavanagh', 'Achilles Montes-Vamvas']",['Paul Weitz']
4857,The Serpent,7.6,"['crime', 'drama', 'thriller']","['Tahar Rahim', 'Jenna Coleman', 'Ellie Bamber', 'Billy Howle', 'Mathilde Warnier', 'Grégoire Isvarine', 'Tim McInnerny']",
4858,White Hot: The Rise & Fall of Abercrombie & Fitch,5.7,['documentation'],"[""Benjamin O'Keefe"", 'Moe Tkacik', 'Lindsey Rupp', 'Ryan Daharsh', 'Bobby Blanski']",['Alison Klayman']
4859,jeen-yuhs,8.0,"['documentation', 'music']",['Kanye West'],
4860,Turning Point: 9/11 and the War on Terror,8.0,"['war', 'history', 'documentation']",,
4861,The Perfect Mother,5.9,"['drama', 'thriller']","['Inès Spiridonov', 'Tomer Sisley', 'Eden Ducourant', 'Emilia Nöth', 'Hatik', 'Julie Gayet', 'Andreas Pietschmann', 'Cyril Gueï', 'Sylvain Dieuaide', 'Maxim Driesen']",['Fred Garson']
4862,Coming Home in the Dark,5.7,"['thriller', 'crime', 'horror']","['Daniel Gillies', 'Erik Thomson', 'Miriama McDowell', 'Matthias Luafutu', 'Frankie Paratene', 'Billy Paratene', 'Bailey Cowan', 'Timon Zeiss', ""Tioti O'Donnell"", ""Kaira O'Donnell"", 'Ike Hamon', 'Olivia Shanks', 'Desray Armstrong', 'Sam Carter']",['James Ashcroft']
4863,Too Old for Fairy Tales,6.1,"['comedy', 'family']","['Karolina Gruszka', 'Dorota Kolak', 'Andrzej Grabowski', 'Maciej Karas', 'Amelia Fijalkowska', 'Patryk Siemek']",['Kristoffer Rus']
4864,Human Resources,7.2,"['animation', 'comedy', 'romance']","['Nick Kroll', 'Maya Rudolph', 'Randall Park', 'Aidy Bryant', 'David Thewlis', 'Keke Palmer', 'Pamela Adlon', 'Brandon Kyle Goodman', 'Rosie Perez', 'Thandiwe Newton', 'Bobby Cannavale', 'Henry Winkler', 'Maria Bamford']",
4865,Long Story Short,6.5,"['fantasy', 'comedy', 'romance']","['Rafe Spall', 'Zahra Newman', 'Ronny Chieng', 'Dena Kaplan', 'Noni Hazlehurst', 'Josh Lawson']",['Josh Lawson']
4866,My Name,7.8,"['thriller', 'action', 'crime', 'drama']","['Han So-hee', 'Park Hee-soon', 'Ahn Bo-hyun', 'Kim Sang-ho', 'Lee Hak-joo', 'Chang Ryul']",['Kim Jin-min']
